order_code	customer	order_date	order_status	customer_po	line_index	line_kind	myob_row_id	myob_line_type	myob_item_number	myob_item_name	description	quantity	quantity_unit	quantity_type	unit_price	line_total	myob_sales_unit	requires_job_sheet	myob_item_uid	myob_order_uid
946452	SUNSHINE COAST UNI PRIVATE	2023-09-06	closed	4506081656	1	myob_import	1	Transaction			CABLE TIES - CABLE TIES 4.8MM X 200MM, 100/PACK (UOM = PK)	30	ea	units	4.8	158.4	PK	0		1a841dcc-d713-5e6d-ac64-aa9385b1adc6
946452	SUNSHINE COAST UNI PRIVATE	2023-09-06	closed	4506081656	2	myob_import	2	Transaction			PB770G95060-IMP - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN.. (UOM = CTN)	18	cartons	units	70.5	1395.9	CTN	0		1a841dcc-d713-5e6d-ac64-aa9385b1adc6
946458	PRECISION RODS	2023-09-06	closed	STUART -WALK IN	0	myob_import	0	Transaction			T105150 - L/D NATURAL POLY TUBING 105MM X 150MM X 343MTRS 10KG PER ROLL $/ROLL (UOM = ROLL)	1	rolls	total_rolls	47.25	51.98	ROLL	1		73c0041c-69ae-5cd1-8c1c-1954b9dc8d6a
946275	STEAK OUT	2023-09-05	closed	0021	0	myob_import	0	Transaction			PB23025050 - L/D NATURAL POLY BAG 230MM X 250MM X 50UM $/1000 (UOM = THOU)   - (Customer Part # POLY BAG)	11.2	1000	units	37.63	463.61	THOU	1		bfeb2285-d6cf-5221-96b0-c233313d13f7
946275	STEAK OUT	2023-09-05	closed	0021	1	myob_import	1	Transaction			# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1	ea	units	0	0		0		bfeb2285-d6cf-5221-96b0-c233313d13f7
946347	HT CONCEPTS PTY LTD	2023-09-05	closed	EMAIL 16823	0	myob_import	0	Transaction			PB235G28590BKUV - HT CONCEPTS - L/D BLACK PLANTER BAG (4L) 235G(120MM+115MM) X 285MM X 90UM; 1000/CTN $/1000 (UOM = THOU)   - (Customer Part # 4L)	46	1000	units	76.25	3858.25	THOU	1		7d2152bb-e3c4-55c7-b449-9802c7a48fa3
946429	CENTRAL WEST HOSPITAL AND HEALTH SERVICE	2023-09-05	closed	4303213115	0	myob_import	0	Transaction			PB1180G150030P - CL240P30 - M/D NATURAL POLY BAG PRINTED 'GENERAL WASTE' 1180MM GUSSETT (750+430) X1500MM X 30UM; 100/CTN; $/CTN;.. (UOM = CTN)   - (Customer Part # POLY BAG)	5	cartons	units	77	423.5	CTN	1		1b9e131f-a759-5fb4-86ec-a6ca1caffc5c
946431	MATER MISERICORD LTD (T)	2023-09-05	closed	MPO0096250	0	myob_import	0	Transaction			PB450G60030YP250 - 219: 20L YELLOW CLINICAL WASTE 450 GUSSET X 600MM X 30UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # YELLOW CLINICAL WASTE BAGS)	1	cartons	units	28.8	31.68	CTN	1		68b96d65-0c8e-5940-af2f-c19cbba6dea9
946431	MATER MISERICORD LTD (T)	2023-09-05	closed	MPO0096250	1	myob_import	1	Transaction			PB640G90075PLI(200) - LCW50421:  L/D LILAC CYTOTOXIC POLY BAG  640 GUSSET X 900 X 75UM  200/CTN  $/CTN (UOM = CTN)	1	cartons	units	87.7	96.47	CTN	1		68b96d65-0c8e-5940-af2f-c19cbba6dea9
946431	MATER MISERICORD LTD (T)	2023-09-05	closed	MPO0096250	2	myob_import	2	Transaction			PB770G95032BK 102870 - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	11	cartons	units	79	955.9	CTN	1		68b96d65-0c8e-5940-af2f-c19cbba6dea9
946431	MATER MISERICORD LTD (T)	2023-09-05	closed	MPO0096250	3	myob_import	3	Transaction			PB600G75030BK-IMP 217 - 217: L/D BLACK POLYBAG 600 GUSSET X 750MM X 30UM  250/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # BAG)	18	cartons	units	39.95	791.01	CTN	0		68b96d65-0c8e-5940-af2f-c19cbba6dea9
946432	CALVARY BRUCE PRIVATE HOSPITAL	2023-09-05	closed	BPR39898	0	myob_import	0	Transaction			PB450G60030VPGW - PB450G60030VP L/D NATURAL VENTED POLY BAG PRINTED 'GENERAL WASTE' 450 GUSSETT (300+150) X 600 X 30UM; 250/CTN; $/CTN; .. (UOM = CTN)   - (Customer Part # .)	1	cartons	units	35.95	39.55	CTN	1		2c705d84-2539-56d3-9dd4-f14988abf2e5
946432	CALVARY BRUCE PRIVATE HOSPITAL	2023-09-05	closed	BPR39898	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	28.95	31.85	ea	0		2c705d84-2539-56d3-9dd4-f14988abf2e5
946434	BLACKWOODS	2023-09-05	closed	RCJ91283ST	0	myob_import	0	Transaction			PB455685150-IMP QPB07 - QPB07 LD NATURAL POLYBAG 455MM X 685MM X 150UM 200/CTN $/CTN (UOM = CTN)	4	cartons	units	80.95	356.18	CTN	0		e1786325-eed1-50d6-9cea-4139ffec6a8d
946439	BLACKWOODS	2023-09-05	closed	RCJ94044ST	0	myob_import	0	Transaction			PB450910150 QPB04 - QPB04  LD NATURAL POLYBAG 450MM X 910MM X 150UM  200/CTN  $PER CTN (UOM = CTN)   - (Customer Part # .)	6	cartons	units	102	673.2	CTN	1		812eca3e-191a-5c54-8ed7-afd57c5b3dfc
946441	ABLE SECURITY GROUP	2023-09-05	closed	EMAIL - PAUL	0	myob_import	0	Transaction			T200100(10kg) - L/D NATURAL POLYTUBE 200MM X 270M X 100UM  10kg/ROLL  $PER kg (UOM = kg)   - (Customer Part # .)	10	kg	kg	6	66	kg	1		317690a2-ff71-5275-b7fe-c211e857db71
946441	ABLE SECURITY GROUP	2023-09-05	closed	EMAIL - PAUL	1	myob_import	1	Transaction			T250100(10kg) - L/D NATURAL POLY TUBE 250MM X 100UM ; 10KG/ROLL ; $/KILOGRAM (UOM = kg)   - (Customer Part # .)	10	kg	kg	6	66	kg	1		317690a2-ff71-5275-b7fe-c211e857db71
946441	ABLE SECURITY GROUP	2023-09-05	closed	EMAIL - PAUL	2	myob_import	2	Transaction			TAPE48 ACRYLIC - WEB TAPE - WEB TAPE - CLEAR ACRYLIC TAPE 48MM X 75MT  36 ROLLS/CARTON $/CTN (UOM = CTN)	5	cartons	units	72	396	CTN	1		317690a2-ff71-5275-b7fe-c211e857db71
946441	ABLE SECURITY GROUP	2023-09-05	closed	EMAIL - PAUL	3	myob_import	3	Transaction			STRETCH WRAP BUNDLE (20/CTN) - BUNDLE WRAP 100MM X 300MTS X 20UM 20/CTN $/CTN (UOM = CTN)	2	cartons	units	86.35	189.97	CTN	0		317690a2-ff71-5275-b7fe-c211e857db71
946441	ABLE SECURITY GROUP	2023-09-05	closed	EMAIL - PAUL	4	myob_import	4	Transaction			STRETCH WRAP REAPER - CAST STRETCH WRAP 500MM X 400MTRS X 23UM 4ROLLS/CTN $/CTN (UOM = CTN)	2	cartons	units	90	198	CTN	0		317690a2-ff71-5275-b7fe-c211e857db71
946442	RAMSAY CLINIC CALOUNDRA	2023-09-05	closed	4506079233	0	myob_import	0	Transaction			PB770G95060-IMP - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN.. (UOM = CTN)	6	cartons	units	70.5	465.3	CTN	0		160d3863-7c05-5805-8eaf-932ebd5ae40c
946444	DEPARTMENT OF HEALTH QLD	2023-09-05	closed	4303220433	0	myob_import	0	Transaction			PB30545550(1000) (QP11) - QP11: L/D NATURAL POLYBAG 305MM X 455MM X 50UM  1000/CTN  $/CARTON (UOM = CTN)	1	cartons	units	98	107.8	CTN	1		879e3078-d186-5383-a1d0-090313ddc928
946173	TUFF MANUFACTURING	2023-09-01	closed	1927	0	myob_import	0	Transaction			T105150 - L/D NATURAL POLY TUBING 105MM X 150MM X 343MTRS 10KG PER ROLL $/ROLL (UOM = ROLL)	12	rolls	total_rolls	58	765.6	ROLL	1		b9d560ca-2dc6-5f75-baf8-83dd4dea85b1
946173	TUFF MANUFACTURING	2023-09-01	closed	1927	1	myob_import	1	Transaction			T240150 - L/D NATURAL POLY TUBE 240MM X 150UM X 150MTRS 10KG ROLL $/ROLL (UOM = ROLL)	6	rolls	total_rolls	47.25	311.85	ROLL	1		b9d560ca-2dc6-5f75-baf8-83dd4dea85b1
946286	KILARGO	2023-09-01	closed	4500956290	0	myob_import	0	Transaction			T11580VP - LD NATURAL POLYTUBE 115MM X 80UM  VENTED  PRINTED 2C/1S  10kilogram (kg)/ROLL  $/ROLL (UOM = ROLL)   - (Customer Part # layflat small)	50	rolls	total_rolls	55	3025	ROLL	1		57b9b9e8-fb5b-5e19-8908-17dc8dc27a37
946286	KILARGO	2023-09-01	closed	4500956290	1	myob_import	1	Transaction			T5580VP - L/D NATURAL POLY TUBE MICROVENTED AND PRINTED KILARGO 55MM X 368MTS X 80UM PER ROLL EX GST (UOM = ROLL)   - (Customer Part # layflat xs)	50	rolls	total_rolls	19	1045	ROLL	1		57b9b9e8-fb5b-5e19-8908-17dc8dc27a37
946426	BEEL WELDING	2023-09-01	closed	95810	0	myob_import	0	Transaction			STRETCH WRAP REAPER - CAST STRETCH WRAP 500MM X 400MTRS X 23UM 4ROLLS/CTN $/CTN (UOM = CTN)   - (Customer Part # .)	2	cartons	units	90	198	CTN	0		f7dd905d-c09e-5b7c-9ef5-21651d479433
INV-6620	ARCPANEL	2023-09-01	closed	SEPT CONSIGNMENT	0	myob_import	0	Transaction	ARCPANEL		CF625(1250)75REMILL (26KG)	13	ea	units	117.82	1684.8		1		6a671ab2-f7e5-51e7-b07b-e41b250c71de
946110	MACKAY REEF FISH SUPPLIES	2023-08-31	closed	DAVID - EMAIL	0	myob_import	0	Transaction			CFR380(760)102035BT - LD BLUE TINT CENTREFOLD 380MM(760MM) X 1020MM X 35UM;500/ROLL;$/ROLL (UOM = ROLL)	30	rolls	total_rolls	79.9	2636.7	ROLL	1		4ef6f6ca-cbe3-5fea-a407-31566109c4ae
946110	MACKAY REEF FISH SUPPLIES	2023-08-31	closed	DAVID - EMAIL	1	myob_import	1	Transaction			FREIGHT CHARGE WILL BE ADDED ON COMPLETION OF MANUFACTURING STAGE	1	ea	units	0	0		0		4ef6f6ca-cbe3-5fea-a407-31566109c4ae
946110	MACKAY REEF FISH SUPPLIES	2023-08-31	closed	DAVID - EMAIL	2	myob_import	2	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	65.8	72.38	ea	0		4ef6f6ca-cbe3-5fea-a407-31566109c4ae
946261	INSULATION INDUSTRIES	2023-08-31	closed	37555	0	myob_import	0	Transaction			PBR6001200200 - L/D NATURAL POLY BAG ON ROLL 600MM X 1200MM X 200UM; 75/ROLL; $/ROLL (UOM = ROLL)   - (Customer Part # .)	31.2	rolls	total_rolls	111	3809.52	ROLL	1		f868c847-2f52-5a52-a93f-866c1009066e
946261	INSULATION INDUSTRIES	2023-08-31	closed	37555	1	myob_import	1	Transaction			# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY OVER YOUR REQUESTED AMOUNT, PLEASE ADJUST YOUR PURCHASE ORDER ACCORDINGLY.	1	ea	units	0	0		0		f868c847-2f52-5a52-a93f-866c1009066e
946261	INSULATION INDUSTRIES	2023-08-31	closed	37555	2	myob_import	2	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	0	0	ea	0		f868c847-2f52-5a52-a93f-866c1009066e
946294-03	SEDL AGENCIES	2023-08-31	closed	28028978	0	myob_import	0	Transaction			PB355405100 - LD CLEAR POLY BAG 355MM X  405MM X 100UM;500/CTN;$/CTN (UOM = CTN)	85	cartons	units	86.25	8064.38	CTN	1		12f22fb2-c9f7-50ce-8b5a-145155f46ccc
946351	ARGUS	2023-08-31	closed	018421	0	myob_import	0	Transaction			T520200-20KGS - L/D NATURAL POLY TUBE 520MM X 104M X 200UM; 20KG/ROLL; $/KG (UOM = kg)   - (Customer Part # .)	420	kg	kg	4.5	2079	kg	1		939a4eb7-e160-5d45-b4a2-0bf28097dc74
946351	ARGUS	2023-08-31	closed	018421	1	myob_import	1	Transaction			**PLEASE DELIVER IN MID OCT ***	1	ea	units	0	0		0		939a4eb7-e160-5d45-b4a2-0bf28097dc74
946351	ARGUS	2023-08-31	closed	018421	2	myob_import	2	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	65.8	72.38	ea	0		939a4eb7-e160-5d45-b4a2-0bf28097dc74
946352	ARGUS	2023-08-31	closed	018422	0	myob_import	0	Transaction			T750200 - 20KG - L/D NATURAL POLY TUBE 750MM X 200UM 20KG ROLL $/KG (UOM = kg)   - (Customer Part # TUBE)	100	kg	kg	5.1	561	kg	1		4b9ae494-738f-50a5-b9ff-5a13db2de18a
946352	ARGUS	2023-08-31	closed	018422	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	65.8	72.38	ea	0		4b9ae494-738f-50a5-b9ff-5a13db2de18a
946416	METRO NORTH HOSPITAL AND HEALTH SERVICE	2023-08-31	closed	4303206787	0	myob_import	0	Transaction			RESEAL:RES0906 - RESEALABLE BAGS 150MM  (W)X 230MM (L) X 50UM  1000/CTN  $PER 1000 (UOM = CTN)	1	cartons	units	49.9	54.89	CTN	0		03d99f10-5a25-563f-9aed-c3d7ace48efc
946416	METRO NORTH HOSPITAL AND HEALTH SERVICE	2023-08-31	closed	4303206787	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	18	19.8	ea	0		03d99f10-5a25-563f-9aed-c3d7ace48efc
946419-02	GREGORY MACHINERY PTY LTD	2023-08-31	closed		0	myob_import	0	Transaction			***REPLACEMENT STOCK FOR PREVIOUS FAULTY BATCH******	1	ea	units	0	0		0		bd70f6d9-bdd9-583d-90d3-133a67b72648
946419-02	GREGORY MACHINERY PTY LTD	2023-08-31	closed		1	myob_import	1	Transaction			PBR7801120100P(100) - D-POLY-DC1200-R NATURAL BOR PTD IC/1S 780MM X 1120MM X 100UM 100/ROLL $/ROLL (UOM = ROLL)   - (Customer Part # .)	20	rolls	total_rolls	0	0	ROLL	0		bd70f6d9-bdd9-583d-90d3-133a67b72648
946419-02	GREGORY MACHINERY PTY LTD	2023-08-31	closed		2	myob_import	2	Transaction			PBR7801120100P(100) - D-POLY-DC1200-R NATURAL BOR PTD IC/1S 780MM X 1120MM X 100UM 100/ROLL $/ROLL (UOM = ROLL)   - (Customer Part # .)	3	rolls	total_rolls	0	0	ROLL	0		bd70f6d9-bdd9-583d-90d3-133a67b72648
946423	GREENSLOPES HOSPITAL	2023-08-31	closed	4506074434	0	myob_import	0	Transaction			PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # .)	109	cartons	units	27.1	3249.29	CTN	0		364e91e1-f57d-5914-96b0-a10137064368
946423	GREENSLOPES HOSPITAL	2023-08-31	closed	4506074434	1	myob_import	1	Transaction			PB770G100030-IMP - CL7720 - L/D NATURAL POLY BAG 770MM GUSSETT X 1000MM X 30UM  250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # .)	41	cartons	units	44.4	2002.44	CTN	0		364e91e1-f57d-5914-96b0-a10137064368
946424	SUNSHINE COAST UNI PRIVATE	2023-08-31	closed	4506075012	0	myob_import	0	Transaction			STRETCH WRAP BUNDLE (20/CTN) - BUNDLE WRAP 100MM X 300MTS X 20UM 20/CTN $/CTN (UOM = CTN)	1	cartons	units	74.85	82.34	CTN	0		921a7ffb-923a-5bb7-91b4-ad3adce61285
946424	SUNSHINE COAST UNI PRIVATE	2023-08-31	closed	4506075012	1	myob_import	1	Transaction			** AS PER A NOTATION ON THE LAST PURCHASE ORDER 945450 THEIR WAS A PRICE INCREASE FOR THIS ITEM***	1	ea	units	0	0		0		921a7ffb-923a-5bb7-91b4-ad3adce61285
946425	KINGKONG	2023-08-31	closed	EMAIL - JAMES 31/08/23	0	myob_import	0	Transaction			STRETCH WRAP REAPER - CAST STRETCH WRAP 500MM X 400MTRS X 23UM 4ROLLS/CTN $/CTN (UOM = CTN)   - (Customer Part # MACHINE WRAP)	30	cartons	units	90	2970	CTN	0		6a1625eb-0e6b-599c-88ff-181fff7785d5
INV-6599	DEPARTMENT OF HEALTH QLD	2023-08-31	closed	946022-2	0	myob_import	0	Transaction			PB1140G147038BK-IMP 270415 - 270415: 240 LITRE BLACK POLYBAGS 1140 GUSSET X 1470MM X 38UM 100/CTN $PER CTN.. (UOM = CTN)	12	cartons	units	74.65	985.38	CTN	0		a482d721-7ddb-5fad-befb-c5452dea98db
INV-6599	DEPARTMENT OF HEALTH QLD	2023-08-31	closed	946022-2	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	65	71.5	ea	0		a482d721-7ddb-5fad-befb-c5452dea98db
INV-6599	DEPARTMENT OF HEALTH QLD	2023-08-31	closed	946022-2	2	myob_import	2	Transaction			THE GOODS ON THIS INVOICE ARE FROM A DUPLICATE OF PO# 4303045222 ORIGINALLY ON INVOICE 946022. HOSPITAL CLOSED OFF THE SECOND INVOICED RECEIVED AS IT WAS A PO DUPLICATE. THE HOSPITAL HAS THE GOODS ALREADY ES APPROVE CQ 31.08.23	0	ea	units	1	0		0		a482d721-7ddb-5fad-befb-c5452dea98db
INV-6603	ARCPANEL	2023-08-31	closed	14060	0	myob_import	0	Transaction	ARCPANEL		CF625(1250)75REMILL (26KG)	20	ea	units	129.6	2851.2		1		0d9b85fa-089e-5a0a-b537-207c8c14d4e4
INV-6603	ARCPANEL	2023-08-31	closed	14060	1	myob_import	1	Transaction	ARCPANEL 150UM		CFR625(1250)150UMCLEAR	3	ea	units	129.6	427.68		1		0d9b85fa-089e-5a0a-b537-207c8c14d4e4
945654-06	SUPAFIN SEAFOODS	2023-08-30	closed	3633-	0	myob_import	0	Transaction			PBR880G48040MDBL-imp - M/D BLUE TINT POLY BAG ON ROLL imp 880MM GUSSET (580+300) X 480MM X 40UM; 500/ROLL $/ROLL (UOM = ROLL)	30	rolls	total_rolls	76.25	2516.25	ROLL	0		141b56f3-b377-534d-a580-4adc1aa4b7aa
945654-06	SUPAFIN SEAFOODS	2023-08-30	closed	3633-	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	65.8	72.38	ea	0		141b56f3-b377-534d-a580-4adc1aa4b7aa
945889-02	EZYBAKE	2023-08-30	closed	COLLEEN - EMAIL	0	myob_import	0	Transaction			SR52037050BT - M/D BLUE TINT PERFORATED SHEET 520MM X 370MM X 50UM 1000/ROLL $/ROLL (UOM = ROLL)   - (Customer Part # EPPS430)	16	rolls	total_rolls	50	880	ROLL	1		ff45ef68-b58c-574d-90c3-f19aa7c96ce8
945889-02	EZYBAKE	2023-08-30	closed	COLLEEN - EMAIL	1	myob_import	1	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	65.8	72.38	ea	0		ff45ef68-b58c-574d-90c3-f19aa7c96ce8
946178-02	HERVEY BAY ADVERTISER	2023-08-30	closed	EMAIL -AMBER 21/7/23	0	myob_import	0	Transaction			PB16555030 - L/D NATURAL POLY BAG 165MM X 550MM X 30UM $/1000 (UOM = THOU)   - (Customer Part # BAG)	94.875	1000	units	68.95	7195.79	THOU	1		745c99b5-d766-5dab-bc19-46c1772eaf8e
946178-02	HERVEY BAY ADVERTISER	2023-08-30	closed	EMAIL -AMBER 21/7/23	1	myob_import	1	Transaction			# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY UNDER YOUR REQUESTED AMOUNT, PLEASE CONSIDER THIS ORDER NOW CLOSED.	1	ea	units	0	0		0		745c99b5-d766-5dab-bc19-46c1772eaf8e
946178-02	HERVEY BAY ADVERTISER	2023-08-30	closed	EMAIL -AMBER 21/7/23	2	myob_import	2	Transaction			FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1	ea	units	368.25	405.08	ea	0		745c99b5-d766-5dab-bc19-46c1772eaf8e
946326	BLACKWOODS	2023-08-30	closed	RCJ59784ST	0	myob_import	0	Transaction			PBR10151524150(75) - DRUMLINER: LD NATURAL POLY BAG ON ROLL 1015MM X 1524MM X 150UM 75 BAGS/ROLL  $/ROLL (UOM = ROLL)   - (Customer Part # .)	15	rolls	total_rolls	142	2343	ROLL	1		30f159ef-e7b2-5f8f-a473-567970138310
946368	BLACKWOODS	2023-08-30	closed	MCJ71314ST	0	myob_import	0	Transaction			PBR10151524150(75) - DRUMLINER: LD NATURAL POLY BAG ON ROLL 1015MM X 1524MM X 150UM 75 BAGS/ROLL  $/ROLL (UOM = ROLL)   - (Customer Part # .)	12	rolls	total_rolls	142	1874.4	ROLL	1		6157a16c-1e55-52eb-a17c-4dfe2969aa6b
946406	BLACKWOODS	2023-08-30	closed	GDJ83209ST	0	myob_import	0	Transaction			PBR10151524150(75) - DRUMLINER: LD NATURAL POLY BAG ON ROLL 1015MM X 1524MM X 150UM 75 BAGS/ROLL  $/ROLL (UOM = ROLL)   - (Customer Part # .)	9	rolls	total_rolls	142	1405.8	ROLL	1		773efac2-69d9-5acf-8622-2a5be034309e
946409	THE DECKSTORE PTY LTD	2023-08-30	closed	31344	0	myob_import	0	Transaction			PB18025535 - D10  L/D NATURAL POLYBAG 180MM X 255MM X 35UM  5000/CTN  $PER 1000 (UOM = THOU)   - (Customer Part # CRAY BAG MED)	10	1000	units	89	979	THOU	1		d90b0cee-53be-50a4-8753-3f517c1f4167
946409	THE DECKSTORE PTY LTD	2023-08-30	closed	31344	1	myob_import	1	Transaction			PBR330890100(250) - BAG 162  L/D NATURAL POLY BAG ON ROLL 330MM X 890MM X 100UM  250/ROLL  $/ROLL (UOM = ROLL)   - (Customer Part # .)	8	rolls	total_rolls	66.8	587.84	ROLL	1		d90b0cee-53be-50a4-8753-3f517c1f4167
946409	THE DECKSTORE PTY LTD	2023-08-30	closed	31344	2	myob_import	2	Transaction			PBR960G650100(200) - BAG 14A KIRBY LINER : L/D NATURAL POLY BAG ON ROLL 960G (555+405) X 650MM X 100UM 200/ROLL $/ROLL (UOM = ROLL)   - (Customer Part # .)	10	rolls	total_rolls	105.85	1164.35	ROLL	1		d90b0cee-53be-50a4-8753-3f517c1f4167
946409	THE DECKSTORE PTY LTD	2023-08-30	closed	31344	3	myob_import	3	Transaction			PBR230G56038-IMP - BAG01R -IMP:  L/D NATURAL POLYBAG ON ROLL (180+50)MM X 560MM X 38UM  500/ROLL  $/ROLL (UOM = ROLL)	20	rolls	total_rolls	26.95	592.9	ROLL	0		d90b0cee-53be-50a4-8753-3f517c1f4167
946409	THE DECKSTORE PTY LTD	2023-08-30	closed	31344	4	myob_import	4	Transaction			PBR960G65038-IMP KIRBY LINER - PBR960G65038 - (KIRBY LINER)LD NATURAL POLY BAG ON ROLL 960MM GUSSET (555+405) X 650MM X 38UM ; 500/ROLL ; $/ROLL (UOM = ROLL)   - (Customer Part # .)	10	rolls	total_rolls	101	1111	ROLL	0		d90b0cee-53be-50a4-8753-3f517c1f4167
946410	TRIPLE M HOLDINGS PTY LTD	2023-08-30	closed	743445	0	myob_import	0	Transaction			T150100(10kg) - L/D NATURAL POLYTUBE 150MM X 100UM  10kg/ROLL  $PER kilogram (UOM = kg)   - (Customer Part # 2PBPB)	50	kg	kg	3.61	198.55	kg	1		65ae4d52-e351-5fba-9154-4c16706a42d1
946412	SUNSHINE SMALL GOODS	2023-08-30	closed	EMAIL - SUSAN	0	myob_import	0	Transaction			STRETCH WRAP REAPER - CAST STRETCH WRAP 500MM X 400MTRS X 23UM 4ROLLS/CTN $/CTN (UOM = CTN)	3	cartons	units	90	297	CTN	0		02d5d326-889d-58e7-8903-c48d5d818dd1
946417	EVERGARD	2023-08-30	closed	PHONE KATHY	0	myob_import	0	Transaction			S100025 - L/D NATURAL SHEET ON ROLL 1000MM X 432M X 25UM ; 10KG/ROLLS ; $/ROLL (UOM = ROLL)   - (Customer Part # 1M)	4	rolls	total_rolls	63.25	278.3	ROLL	1		35f98bdb-f84b-5fa4-9ae5-7d85089a3c2f
946418	MATER MISERICORD LTD (T)	2023-08-30	closed	MPO0095436	0	myob_import	0	Transaction			PB45061045GRHP250 - 235: GREEN POLYBAG DIE CUT HANDLE PRINTED 'PATIENT EFFECTS'  450MM X 610MM X 45UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	3	cartons	units	93.5	308.55	CTN	1		70476adb-6204-5280-92eb-e58dbeffe2ae
946418	MATER MISERICORD LTD (T)	2023-08-30	closed	MPO0095436	1	myob_import	1	Transaction			PB450G60030YP250 - 219: 20L YELLOW CLINICAL WASTE 450 GUSSET X 600MM X 30UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # YELLOW CLINICAL WASTE BAGS)	2	cartons	units	28.8	63.36	CTN	1		70476adb-6204-5280-92eb-e58dbeffe2ae
946418	MATER MISERICORD LTD (T)	2023-08-30	closed	MPO0095436	2	myob_import	2	Transaction			PB770G95032BK 102870 - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN (UOM = CTN)   - (Customer Part # BAG)	6	cartons	units	79	521.4	CTN	1		70476adb-6204-5280-92eb-e58dbeffe2ae
946418	MATER MISERICORD LTD (T)	2023-08-30	closed	MPO0095436	3	myob_import	3	Transaction			PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)	2	cartons	units	249.9	549.78	CTN	0		70476adb-6204-5280-92eb-e58dbeffe2ae
946419	GREGORY MACHINERY PTY LTD	2023-08-30	closed		0	myob_import	0	Transaction			****REPLACEMENT STOCK FOR PREVIOUS FAULTY BATCH ****	1	ea	units	0	0		0		ba4228c6-190b-5a76-8336-a6d78799cf36
946419	GREGORY MACHINERY PTY LTD	2023-08-30	closed		1	myob_import	1	Transaction			PBR7801120100P(100) - D-POLY-DC1200-R NATURAL BOR PTD IC/1S 780MM X 1120MM X 100UM 100/ROLL $/ROLL (UOM = ROLL)   - (Customer Part # .)	20	rolls	total_rolls	0	0	ROLL	0		ba4228c6-190b-5a76-8336-a6d78799cf36
946420	GREENSLOPES HOSPITAL	2023-08-30	closed	4506072459	0	myob_import	0	Transaction			PB34047050LI - LCW354750: 10L CYTOTOXIC WASTE BAG 340 X 470MM X 50UM  1000/CTN  $PER CTN (UOM = CTN)   - (Customer Part # .)	1	cartons	units	96	105.6	CTN	1		4fabc7f1-8eb0-5c5e-8a27-07e3b1aebf6c
946420	GREENSLOPES HOSPITAL	2023-08-30	closed	4506072459	1	myob_import	1	Transaction			PB700G102075PU(100) - LCW77521  L/D PURPLE CYTOTOXIC WASTE  POLY BAG  700 GUSSET X 1020MM X 75UM  100/CTN  $/CTN (UOM = CTN)	2	cartons	units	100	220	CTN	1		4fabc7f1-8eb0-5c5e-8a27-07e3b1aebf6c
