Receivable Invoice Detail																
DOLPHIN PLASTICS & PACKAGING																
For the period 1 July 2025 to 30 June 2026																
																
Invoice Number	Invoice Date	Source	Reference	Item Code	Description	Quantity	Unit Price (ex) (AUD)	Discount (ex) (AUD)	GST (AUD)	Gross (AUD)	Invoice Total (AUD)	Balance (AUD)	Contact Account Number	Contact Group	Account Code	Account
																
A1 COATERS																
950926-02	24 Oct 2025	Receivable Invoice	4507165048		PB770G100030-IMP - CL7720 - L/D NATURAL POLY BAG 770MM GUSSETT X 1000MM X 30UM  250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	5.0000	44.4000	0.00	22.20	244.20	244.20	244.20	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
950926-02	24 Oct 2025	Receivable Invoice	4507165048		***DEAN CALLED SENDING THE 4 CARTONS CL7720**AS NONE OF THE CL75521C**24/10/25**APPROVED**	1.0000	0.0000	0.00	0.00	0.00	244.20	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
950926-03	29 Oct 2025	Receivable Invoice	4507165048		***SENDING 10 OUR STOCK IN STEAD OF IMP**ORDER FURFILLED**	1.0000	0.0000	0.00	0.00	0.00	775.50	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
950926-03	29 Oct 2025	Receivable Invoice	4507165048		PB770G95060(200) (CL75521C) - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN (UOM = CTN)   - (Customer Part # .)	10.0000	70.5000	0.00	70.50	775.50	775.50	775.50	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4030	Sales - Manufactured Finished Goods
951014	29 Oct 2025	Receivable Invoice	4507189073		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # POLY BAG)	12.0000	27.1000	0.00	32.52	357.72	357.72	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951073	10 Nov 2025	Receivable Invoice	4507205682		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # POLY BAG)	10.0000	27.1000	0.00	27.10	298.10	441.32	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951073	10 Nov 2025	Receivable Invoice	4507205682		PB770G95060YP-IMP YCW75515 - YCW75515: 75L YELLOW CLINICAL WASTE 770 GUSSET X 950MM X 60UM  250/CTN  $PER CTN.. IM (UOM = CTN)   - (Customer Part # POLY BAG)	1.0000	130.2000	0.00	13.02	143.22	441.32	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951100	12 Nov 2025	Receivable Invoice	HELP STOCK		PB770G100030-IMP - CL7720 - L/D NATURAL POLY BAG 770MM GUSSETT X 1000MM X 30UM  250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	4.0000	0.0000	0.00	0.00	0.00	0.00	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
951125	17 Nov 2025	Receivable Invoice	4507205682		PB770G100030-IMP - CL7720 - L/D NATURAL POLY BAG 770MM GUSSETT X 1000MM X 30UM  250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	8.0000	44.4000	0.00	35.52	390.72	390.72	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951125	17 Nov 2025	Receivable Invoice	4507205682		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	0.0000	0.00	0.00	0.00	390.72	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
951125	17 Nov 2025	Receivable Invoice	4507205682		KERRY CALLED 17.11.25 AND ALL DP HAD TO DISPATCH WAS CL7720 TILL COMPLETION OF CL75521C ON INV#950926  AS SPOKEN WITH KERRY NO FREIGHT CHARGE AS A GOOD FAITH GESTURE CQ 19.11.25	0.0000	0.0000	0.00	0.00	0.00	390.72	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
951073-02	27 Nov 2025	Receivable Invoice	4507205682		**SENDING IMP TO FUFILL THE ORDER***ORDER NOW CLOSED**	1.0000	0.0000	0.00	0.00	0.00	775.50	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
951073-02	27 Nov 2025	Receivable Invoice	4507205682		PB770G95060-IMP - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # POLY BAG)	10.0000	70.5000	0.00	70.50	775.50	775.50	775.50	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951176	27 Nov 2025	Receivable Invoice	4507233759		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # POLY BAG)	12.0000	27.1000	0.00	32.52	357.72	357.72	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951014-02	27 Nov 2025	Receivable Invoice	4507189073		**SENDING IMP TO FULFILL  ORDER***	1.0000	0.0000	0.00	0.00	0.00	620.40	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
951014-02	27 Nov 2025	Receivable Invoice	4507189073		PB770G95060-IMP - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # POLY BAG)	8.0000	70.5000	0.00	56.40	620.40	620.40	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951211	04 Dec 2025	Receivable Invoice	4507246024		PB770G95060-IMP - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # POLY BAG)	10.0000	70.5000	0.00	70.50	775.50	1,192.84	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951211	04 Dec 2025	Receivable Invoice	4507246024		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # POLY BAG)	14.0000	27.1000	0.00	37.94	417.34	1,192.84	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951270	17 Dec 2025	Receivable Invoice	4507264165		PB770G95060-IMP - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # POLY BAG)	8.0000	70.5000	0.00	56.40	620.40	1,129.70	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951270	17 Dec 2025	Receivable Invoice	4507264165		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # POLY BAG)	10.0000	27.1000	0.00	27.10	298.10	1,129.70	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951270	17 Dec 2025	Receivable Invoice	4507264165		CABLE TIES - CABLE TIES 4.8MM X 200MM, 100/PACK (UOM = PK)   - (Customer Part # CABLE  TIES)	40.0000	4.8000	0.00	19.20	211.20	1,129.70	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4040	Sales - Purchased Finished Goods
951317	09 Jan 2026	Receivable Invoice	4507279604		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # POLY BAG)	10.0000	27.1000	0.00	27.10	298.10	996.05	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951317	09 Jan 2026	Receivable Invoice	4507279604		PB770G95060-IMP - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # POLY BAG)	9.0000	70.5000	0.00	63.45	697.95	996.05	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951355	20 Jan 2026	Receivable Invoice	4507286964		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # POLY BAG)	10.0000	27.1000	0.00	27.10	298.10	918.50	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951355	20 Jan 2026	Receivable Invoice	4507286964		PB770G95060-IMP - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # POLY BAG)	8.0000	70.5000	0.00	56.40	620.40	918.50	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951410	28 Jan 2026	Receivable Invoice	4507305122		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # POLY BAG)	8.0000	27.1000	0.00	21.68	238.48	858.88	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951410	28 Jan 2026	Receivable Invoice	4507305122		PB770G95060-IMP - CL75521C: L/D NATURAL POLYBAG 770 GUSSET X 950 X 60UM  200/CTN  $PER CTN.. (UOM = CTN)   - (Customer Part # POLY BAG)	8.0000	70.5000	0.00	56.40	620.40	858.88	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951535	18 Feb 2026	Receivable Invoice	4507337927		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # POLY BAG)	12.0000	27.1000	0.00	32.52	357.72	357.72	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951535-02	23 Feb 2026	Receivable Invoice	4507337927		**CL75521C***BUT SUB WITH CL7720***8 CARTONS ***	1.0000	0.0000	0.00	0.00	0.00	195.36	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
951535-02	23 Feb 2026	Receivable Invoice	4507337927		PB770G95032BK-IMP - 102870: 77L BLACK POLYBAG 770 GUSSET X 950MM X 32UM  250/CTN  $PER CTN.. (UOM = CTN)	4.0000	44.4000	0.00	17.76	195.36	195.36	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951535-02	23 Feb 2026	Receivable Invoice	4507337927		***CALL DEAN ON WED REGRADING THE 102870 BLACK BAG SUBSTITUTE FOR $44.40***TO SEE HOW THE BLACK BAGS ARE GOING**0754597413***	1.0000	0.0000	0.00	0.00	0.00	195.36	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
951661	10 Mar 2026	Receivable Invoice	4507358098		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # POLY BAG)	10.0000	27.1000	0.00	27.10	298.10	298.10	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951535-03	10 Mar 2026	Receivable Invoice	4507337927		PB770G100030-IMP - CL7720 - L/D NATURAL POLY BAG 770MM GUSSETT X 1000MM X 30UM  250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	8.0000	44.4000	0.00	35.52	390.72	879.12	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951535-03	10 Mar 2026	Receivable Invoice	4507337927		PB770G100030-IMP - CL7720 - L/D NATURAL POLY BAG 770MM GUSSETT X 1000MM X 30UM  250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	10.0000	44.4000	0.00	44.40	488.40	879.12	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951535-03	10 Mar 2026	Receivable Invoice	4507337927		"SUB CL7720 FOR ALL CL75521C
ORDERS ARE COMPLETED IN FULL.6/3/26"	1.0000	0.0000	0.00	0.00	0.00	879.12	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
951787	31 Mar 2026	Receivable Invoice	4507402058		PB580G71030-IMP - CL40404 - L/D NATURAL POLY BAG 580MM GUSSETT X 710MM X 30UM 250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)   - (Customer Part # POLY BAG)	12.0000	27.1000	0.00	32.52	357.72	748.44	357.72	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951787	31 Mar 2026	Receivable Invoice	4507402058		PB770G100030-IMP - CL7720 - L/D NATURAL POLY BAG 770MM GUSSETT X 1000MM X 30UM  250 BAGS PER CARTON  $ PER CARTON (UOM = CTN)	8.0000	44.4000	0.00	35.52	390.72	748.44	390.72	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)	4020	Sales - Imported Finished Goods
951787	31 Mar 2026	Receivable Invoice	4507402058		**CL75521C***BUT SUB WITH CL7720***8 CARTONS ***	1.0000	0.0000	0.00	0.00	0.00	748.44	0.00	5662	HOSPITALS (QLD HEALTH, RAMSAY, ETC)		
Total SELANGOR HOSPITAL						455.0000		0.00	1,728.29	19,011.19		2,543.64				
																
SELECT PLASTICS QLD PTY LTD																
950284	07 Jul 2025	Receivable Invoice	00000385		STRETCH WRAP CAST - STRETCH WRAP CAST - 500MM X 450MM X 20UM (UOM = CTN)	6.0000	90.0000	0.00	54.00	594.00	752.40	0.00	7489		4040	Sales - Purchased Finished Goods
950284	07 Jul 2025	Receivable Invoice	00000385		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	6.0000	24.0000	0.00	14.40	158.40	752.40	0.00	7489		4070	Freight Outgoing
950504	12 Aug 2025	Receivable Invoice	00000463		STRETCH WRAP REAPER - CAST STRETCH WRAP 500MM X 400MTRS X 23UM 4ROLLS/CTN $/CTN (UOM = CTN)   - (Customer Part # HAND WRAP)	12.0000	90.0000	0.00	108.00	1,188.00	1,292.50	0.00	7489		4020	Sales - Imported Finished Goods
950504	12 Aug 2025	Receivable Invoice	00000463		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	95.0000	0.00	9.50	104.50	1,292.50	0.00	7489		4070	Freight Outgoing
950504	12 Aug 2025	Receivable Invoice	00000463		****DUE TO RISING FREIGHT COST AND FUEL LEVY INCREASES, NEW FREIGHT COST **ALL ORDERS FREIGHT WILL BE CALCULATED  ON COMPLETION OF THE ORDER **PLEASE ADVISE IF YOU HAVE ALTERNATIVE FREIGHT OPTIONS***	1.0000	0.0000	0.00	0.00	0.00	1,292.50	0.00	7489			
950681	09 Sep 2025	Receivable Invoice	00000521		PBR66096530-IMP CL6528 - CL6528 - LD NATURAL POLY BAG ON ROLL 660MMX 965MM X 30UM ; 250/ROLL ; $/ROLL (UOM = ROLL)	2.0000	92.0000	0.00	18.40	202.40	246.40	0.00	7489		4020	Sales - Imported Finished Goods
950681	09 Sep 2025	Receivable Invoice	00000521		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	2.0000	20.0000	0.00	4.00	44.00	246.40	0.00	7489		4070	Freight Outgoing
950681	09 Sep 2025	Receivable Invoice	00000521		****DUE TO RISING FREIGHT COST AND FUEL LEVY INCREASES, NEW FREIGHT COST  **ALL ORDERS FREIGHT WILL BE CALCULATED  ON COMPLETION OF THE ORDER **PLEASE ADVISE IF YOU HAVE ALTERNATIVE FREIGHT OPTIONS***	1.0000	0.0000	0.00	0.00	0.00	246.40	0.00	7489			
CN-6864	12 Sep 2025	Receivable Credit Note	950710		PBR66096530-IMP CL6528 - CL6528 - LD NATURAL POLY BAG ON ROLL 660MMX 965MM X 30UM ; 250/ROLL ; $/ROLL (UOM = ROLL)   - Note: INCORRECT PRODUCT ORDERED CQ 12.09.25	(2.0000)	92.0000	0.00	(18.40)	(202.40)	(202.40)	0.00	7489		4020	Sales - Imported Finished Goods
951162	25 Nov 2025	Receivable Invoice	00000726		STRETCH WRAP REAPER - CAST STRETCH WRAP 500MM X 400MTRS X 23UM 4ROLLS/CTN $/CTN (UOM = CTN)   - (Customer Part # HAND WRAP)	12.0000	90.0000	0.00	108.00	1,188.00	1,297.05	0.00	7489		4020	Sales - Imported Finished Goods
951162	25 Nov 2025	Receivable Invoice	00000726		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	99.1400	0.00	9.91	109.05	1,297.05	0.00	7489		4070	Freight Outgoing
Total SELECT PLASTICS QLD PTY LTD						42.0000		0.00	307.81	3,385.95		0.00				
																
SFI AUSTRALIA																
950726	18 Sep 2025	Receivable Invoice	PO371250		PB305455100 - LD NATURAL POLY BAG 305MM(W) X 455MM(L) X 100UM  500/CTN  $/1000 (UOM = THOU)	2.0000	139.9500	0.00	27.99	307.89	419.21	0.00	7652		4030	Sales - Manufactured Finished Goods
950726	18 Sep 2025	Receivable Invoice	PO371250		FREIGHT OUTGOING - DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	101.2000	0.00	10.12	111.32	419.21	0.00	7652		4070	Freight Outgoing
Total SFI AUSTRALIA						3.0000		0.00	38.11	419.21		0.00				
																
SG EQUINE																
951204	03 Dec 2025	Receivable Invoice	SCOTT-WALK IN		PB205305100 - QPB06IMP - QPB06 L/D NATURAL POLY BAG 205MM X 305MM X 100UM;1000/CTN;$/CTN (UOM = CTN)	1.0000	69.0000	0.00	6.90	75.90	75.90	0.00	5664	NO EMAIL	4020	Sales - Imported Finished Goods
Total SG EQUINE						1.0000		0.00	6.90	75.90		0.00				
																
SHADE INDUSTRIES																
CN-6911	30 Jul 2025	Receivable Credit Note	MATT-PHONE		T300120-15kg - L/D NATURAL POLY TUBE 300 X 120UM 226M/ROLL  15kg/ROLL  $/ROLL (UOM = ROLL)	(4.0000)	14.2500	0.00	(5.70)	(62.70)	(62.70)	0.00	7443		4030	Sales - Manufactured Finished Goods
950866	03 Oct 2025	Receivable Invoice	03.10.25		T30050-10kg - LD NATURAL POLY TUBE 300MM X 360M X 50UM ; 10kg/ROLL ; $/KG (UOM = kg)	10.0000	6.0000	0.00	6.00	66.00	66.00	0.00	7443		4030	Sales - Manufactured Finished Goods
950965	21 Oct 2025	Receivable Invoice			T300150(10KG) - L/D NATURAL POLY TUBE 300MM X 150UM 10KG/ROLL $/KG (UOM = kg)	10.0000	6.0000	0.00	6.00	66.00	66.00	0.00	7443		4030	Sales - Manufactured Finished Goods
951023	30 Oct 2025	Receivable Invoice	PHONE -MATT		T30075(25) - L/D NATURAL POLYTUBE 300MM X 600M X  75UM  25kilogram (kg)/ROLL $PER kilogram (kg) (UOM = kg)   - (Customer Part # TUBE)	25.0000	6.0000	0.00	15.00	165.00	165.00	0.00	7443		4030	Sales - Manufactured Finished Goods
951060	05 Nov 2025	Receivable Invoice	MATT-WALK IN		STRETCH WRAP BUNDLE (20/CTN) - BUNDLE WRAP 100MM X 300MTS X 20UM 20/CTN $/CTN (UOM = CTN)	1.0000	90.0000	0.00	9.00	99.00	99.00	0.00	7443		4040	Sales - Purchased Finished Goods
951340	12 Jan 2026	Receivable Invoice	MATT-EMAIL		T300100 (10kg) - L/D NATURAL POLYTUBE 300MM X 100UM  180M/10kg; PER ROLL  $PER/kg (UOM = kg)	20.0000	6.0000	0.00	12.00	132.00	132.00	0.00	7443		4030	Sales - Manufactured Finished Goods
951543	18 Feb 2026	Receivable Invoice	MATT-PHONE		T300120-15kg - L/D NATURAL POLY TUBE 300 X 120UM 226M/ROLL  15kg/ROLL  $/ROLL (UOM = ROLL)	4.0000	60.0000	0.00	24.00	264.00	264.00	0.00	7443		4030	Sales - Manufactured Finished Goods
CN-6905	19 Feb 2026	Receivable Credit Note	MATT-PHONE		NCR ON THE INVOICE #947176 3 ROLL OF THE T5580 RETURNED DEMANAGED CORES APPROVED BY ES CQ 30.07.25	(3.0000)	19.0000	0.00	(5.70)	(62.70)	(62.70)	(62.70)	7443		4030	Sales - Manufactured Finished Goods
CN-6905	19 Feb 2026	Receivable Credit Note	MATT-PHONE		CQ VOID ORGINAL CN# MADE FROM NCR	0.0000	0.0000	0.00	0.00	0.00	(62.70)	0.00	7443			
CN-6905	19 Feb 2026	Receivable Credit Note	MATT-PHONE		NCR ON THE INVOICE #947176 3 ROLL OF THE T5580 RETURNED DEMANAGED CORES APPROVED BY ES CQ 30.07.25	0.0000	0.0000	0.00	0.00	0.00	(62.70)	0.00	7443			
Total SHADE INDUSTRIES						63.0000		0.00	60.60	666.60		(62.70)				
																
SHAUN MAKIE -DESERT SPEED																
951004	29 Oct 2025	Receivable Invoice	walk in		T300120-15kg - L/D NATURAL POLY TUBE 300 X 120UM 226M/ROLL  15kg/ROLL  $/ROLL (UOM = ROLL)	1.0000	65.8000	0.00	6.58	72.38	72.38	0.00	7755		4030	Sales - Manufactured Finished Goods
951182	28 Nov 2025	Receivable Invoice	WALK IN-28/11/25		STRETCH WRAP BUNDLE (20/CTN) - BUNDLE WRAP 100MM X 300MTS X 20UM 20/CTN $/CTN (UOM = CTN)	1.0000	86.3500	0.00	8.64	94.99	94.99	0.00	7755		4040	Sales - Purchased Finished Goods
Total SHAUN MAKIE -DESERT SPEED						2.0000		0.00	15.22	167.37		0.00				
																
SHELCLAY FISHING																
951609	06 Mar 2026	Receivable Invoice	PHONE 25.02.26		RESEAL:RES12520575 - RES12520575 ; RESEALABLE POLY BAG 125MM X 205MM X 75UM ; 1000/CARTON ; $/1000 (UOM = THOU)	1.0000	49.0000	0.00	4.90	53.90	81.40	0.00	7384		4040	Sales - Purchased Finished Goods
951609	06 Mar 2026	Receivable Invoice	PHONE 25.02.26		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	25.0000	0.00	2.50	27.50	81.40	0.00	7384		4070	Freight Outgoing
CN-6933	26 Mar 2026	Receivable Credit Note	951769		RESEAL:RES12520575 - RES12520575 ; RESEALABLE POLY BAG 125MM X 205MM X 75UM ; 1000/CARTON ; $/1000 (UOM = THOU)   - Note: INCORRECT ITEM CQ 26.03.26	(1.0000)	49.0000	0.00	(4.90)	(53.90)	(81.40)	(53.90)	7384		4040	Sales - Purchased Finished Goods
CN-6933	26 Mar 2026	Receivable Credit Note	951769		FREIGHT	(1.0000)	25.0000	0.00	(2.50)	(27.50)	(81.40)	(27.50)	7384		4070	Freight Outgoing
Total SHELCLAY FISHING						0.0000		0.00	0.00	0.00		(81.40)				
																
SKINNY'S																
951407	28 Jan 2026	Receivable Invoice	PHONE 27.01.26		PB20030040 - L/D NATURAL POLY BAG, 200MM X 300MM X 40UM, 1000/CTN, $/1000 (UOM = THOU)	1.0000	68.0000	0.00	6.80	74.80	134.75	0.00	5672		4030	Sales - Manufactured Finished Goods
951407	28 Jan 2026	Receivable Invoice	PHONE 27.01.26		PB255356100 - LD NATURAL POLY BAG 255MM X 356MM X 100UM;250/CTN;$/CTN (UOM = CTN)	1.0000	29.5000	0.00	2.95	32.45	134.75	0.00	5672		4030	Sales - Manufactured Finished Goods
951407	28 Jan 2026	Receivable Invoice	PHONE 27.01.26		FREIGHT OUTGOING - FREIGHT HANDLING, BOOKING AND ADMIN FEE DISPATCHED FROM WARANA WAREHOUSE (UOM = ea)	1.0000	25.0000	0.00	2.50	27.50	134.75	0.00	5672		4070	Freight Outgoing
Total SKINNY'S						3.0000		0.00	12.25	134.75		0.00				
																
SLADE FISHERIES																
950426	30 Jul 2025	Receivable Invoice	ERIN - MATT- EMAIL		VPB20030070 - VAC BAG 200 X 300 X 70UM  2000/CTN $/1000 (UOM = THOU)   - (Customer Part # VAC BAG)	4.0000	98.0000	0.00	39.20	431.20	837.10	0.00	5673		4040	Sales - Purchased Finished Goods
950426	30 Jul 2025	Receivable Invoice	ERIN - MATT- EMAIL		TAPE48 ACRYLIC - WEB TAPE - WEB TAPE - CLEAR ACRYLIC TAPE 48MM X 75MT  36 ROLLS/CARTON $/CTN (UOM = CTN)	1.0000	102.0000	0.00	10.20	112.20	837.10	0.00	5673		4030	Sales - Manufactured Finished Goods
950426	30 Jul 2025	Receivable Invoice	ERIN - MATT- EMAIL		VPB16522570 - VAC BAG 165MM X 225MM X 70UM 2500/CTN  $/1000 (UOM = THOU)	4.0000	66.7500	0.00	26.70	293.70	837.10	0.00	5673		4040	Sales - Purchased Finished Goods
950426	30 Jul 2025	Receivable Invoice	ERIN - MATT- EMAIL		**PART CARTON FOR THE VAC 16522570***1,500**THIS TIME ONLY ***CALL AND ERIN OK**	1.0000	0.0000	0.00	0.00	0.00	837.10	0.00	5673			
950426	30 Jul 2025	Receivable Invoice	ERIN - MATT- EMAIL		# DUE TO MANUFACTURING UNDER AND OVER ALLOWANCES THIS ITEM IS SLIGHTLY UNDER YOUR REQUESTED AMOUNT, PLEASE CONSIDER THIS ORDER NOW CLOSED.	1.0000	0.0000	0.00	0.00	0.00	837.10	0.00	5673			
950801	25 Sep 2025	Receivable Invoice	WALK IN		VPB16525070 - VAC BAG 165MM X 250MM X 70UM 2500/CARTON $/1000 (UOM = THOU)	2.3000	87.5000	0.00	20.13	221.38	221.38	0.00	5673		4040	Sales - Purchased Finished Goods
950801	25 Sep 2025	Receivable Invoice	WALK IN		**CUSTOMER HAS TAKEN THIS SIZE IT IS SLIGHTLY LARGER THAN ORGINAL VAC BAG PURCHASE***	1.0000	0.0000	0.00	0.00	0.00	221.38	0.00	5673			
950802	16 Oct 2025	Receivable Invoice	EMAIL - ERIN		VPB16522570 - VAC BAG 165MM X 225MM X 70UM 2500/CTN  $/1000 (UOM = THOU)	2.5000	66.2000	0.00	16.55	182.05	182.05	0.00	5673		4040	Sales - Purchased Finished Goods
950802	16 Oct 2025	Receivable Invoice	EMAIL - ERIN		*** LET ERIN OR MATT KNOW WHE ORDER IS READY FOR COLLECTION*****	1.0000	0.0000	0.00	0.00	0.00	182.05	0.00	5673			
950802-02	29 Oct 2025	Receivable Invoice	EMAIL - ERIN		VPB16522570 - VAC BAG 165MM X 225MM X 70UM 2500/CTN  $/1000 (UOM = THOU)	5.0000	66.2000	0.00	33.10	364.10	463.10	0.00	5673		4040	Sales - Purchased Finished Goods
950802-02	29 Oct 2025	Receivable Invoice	EMAIL - ERIN		TAPE48 ACRYLIC - WEB TAPE - WEB TAPE - CLEAR ACRYLIC TAPE 48MM X 75MT  36 ROLLS/CARTON $/CTN (UOM = CTN)	1.0000	90.0000	0.00	9.00	99.00	463.10	0.00	5673		4030	Sales - Manufactured Finished Goods
